,date,tweet,vader_neg,vader_neu,vader_pos,vader_compound,tweet_clean
1701,6/11/2020,nice!  #Belanjawan2021  https://t.co/rGU2Dm21a5,0,0.393,0.607,0.4753,nice belanjawan2021
1703,6/11/2020,[NEW POST] Regarding updated tax relief in Belanjawan 2021.   https://t.co/VOZMx5dRAU,0,0.744,0.256,0.4767,new post regarding updated tax relief belanjawan 2021
1704,6/11/2020,RM35mil allocated to the Malaysia Healthcare Travel Council to increase competitiveness in the local health tourism sector.  The government will also extend the tax exemption for private healthcare service exports until 2022. #Belanjawan2021,0,0.886,0.114,0.4588,rm35mil allocated malaysia healthcare travel council increase competitiveness local health tourism sector government also extend tax exemption private healthcare service exports 2022 belanjawan2021
1706,6/11/2020,24 million for mental health is one of the best item in #Belanjawan2021   Mental health issues remain one of the important issue to tackle especially during this pandemic period,0,0.818,0.182,0.7184,24 million mental health one best item belanjawan2021 mental health issues remain one important issue tackle especially pandemic period
1707,6/11/2020,Tax exemption for private healthcare service exports will be extended until 2022.  #belanjawan2021 #budget2021 #businessunleashed #mahzansulaiman #kitajagakita,0,1,0,0,tax exemption private healthcare service exports extended 2022 belanjawan2021 budget2021 businessunleashed mahzansulaiman kitajagakita
1708,6/11/2020,"Some of this spending will be for good ol' megaprojects. RM15b in #Belanjawan2021 will go to the Pan Borneo Highway, the Gemas-JB Electric Double Tracking &amp; 1st phase of the Klang Valley Double Tracking. The RTS from JB to Singapore and MRT3 in the Klang Valley will also proceed.",0,0.943,0.057,0.4404,spending good ol megaprojects rm15b belanjawan2021 go pan borneo highway gemasjb electric double tracking 1st phase klang valley double tracking rts jb singapore mrt3 klang valley also proceed
1709,6/11/2020,I’m curious about this Belanjawan 2021. I have so many questions in mind.,0,0.827,0.173,0.3182,im curious belanjawan 2021 many questions mind
1710,6/11/2020,Tobacco products including cigarettes at all duty free islands to be subjected to tax  #belanjawan2021 #budget2021 #businessunleashed #mahzansulaiman #kitajagakita,0,0.845,0.155,0.5106,tobacco products including cigarettes duty free islands subjected tax belanjawan2021 budget2021 businessunleashed mahzansulaiman kitajagakita
1711,6/11/2020,"JUST IN: 150,000 Students Will be Getting Free Laptops To Help With Online Learning.   #Budget2021 #Belanjawan2021",0,0.7,0.3,0.7184,150000 students getting free laptops help online learning budget2021 belanjawan2021
1712,6/11/2020,"For development, Sabah get RM5.1bil, Sarawak gets RM4.5bil, yet Sarawak is 2 times bigger than Sabah in terms of size. How is that fair? #Belanjawan2021",0,0.909,0.091,0.3182,development sabah get rm51bil sarawak gets rm45bil yet sarawak 2 times bigger sabah terms size fair belanjawan2021
1713,6/11/2020,Less than Budget 2020. Biggest ever Budget but Sabah and Sarawak get less? GTFO. #Belanjawan2021  https://t.co/SaNuE7rCZY,0,1,0,0,less budget 2020 biggest ever budget sabah sarawak get less gtfo belanjawan2021
1715,6/11/2020,will this belanjawan 2021 attracts us from covid case today,0,0.769,0.231,0.4019,belanjawan 2021 attracts us covid case today
1718,6/11/2020,Fuh penat update Belanjawan 2021. All the best!,0,0.609,0.391,0.6696,fuh penat update belanjawan 2021 best
1719,6/11/2020,Our finance minister seems to struggle alot with the word 'infrastruktur' 😅 #Belanjawan2021,0.173,0.827,0,-0.3182,finance minister seems struggle alot word infrastruktur 😅 belanjawan2021
1720,6/11/2020,"The government will set up a social support centre with an allocation of RM21mil to combat the issue of domestic violence. With the help of NGOs, the centre will provide social and moral support for women, especially those facing domestic violence. #Belanjawan2021",0.197,0.652,0.151,-0.5423,government set social support centre allocation rm21mil combat issue domestic violence help ngos centre provide social moral support women especially facing domestic violence belanjawan2021
1721,6/11/2020,"#Belanjawan2021 Quality Education, RM6.5 billion for Bumiputera Institutions (MARA &amp; UiTM) and Digitization of TVET  https://t.co/04XhGhW106",0,1,0,0,belanjawan2021 quality education rm65 billion bumiputera institutions mara uitm digitization tvet
1725,6/11/2020,6:11PM: The government will impose excise duty of 10% ad valorem on all types of electronic and non-electronic cigarette devices including vape.  #Belanjawan2021 #Budget2021,0.087,0.913,0,-0.296,611pm government impose excise duty 10 ad valorem types electronic nonelectronic cigarette devices including vape belanjawan2021 budget2021
1727,6/11/2020,me listening to belanjawan 2021 “damn malaysia’s rich”,0,1,0,0,listening belanjawan 2021 damn malaysias rich
1728,6/11/2020,Fiscal deficit for 2020 is estimated to increase to 6% of GDP compared to original target of 3.2%. #bajet2021 #belanjawan2021,0.111,0.7,0.189,0.2263,fiscal deficit 2020 estimated increase 6 gdp compared original target 32 bajet2021 belanjawan2021
1729,6/11/2020,"The government will continue spending, in fact the RM322.5 billion #Belanjawan2021 will be the largest ever, resulting in a deficit of 5.4% of GDP.",0.109,0.891,0,-0.4019,government continue spending fact rm3225 billion belanjawan2021 largest ever resulting deficit 54 gdp
1732,6/11/2020,"Other than #Belanjawan2021, I'm still waiting for today's Covid-19 update.",0,1,0,0,belanjawan2021 im still waiting todays covid19 update
1733,6/11/2020,"Due to Covid-19, government revenue will drop to RM227.3b this year from a projected RM244.5b. But it spent RM314.7b or RM17.7b more than budgeted to stimulate the economy, resulting in a deficit of 6% instead of 3.2% #Belanjawan2021",0.121,0.831,0.048,-0.4404,due covid19 government revenue drop rm2273b year projected rm2445b spent rm3147b rm177b budgeted stimulate economy resulting deficit 6 instead 32 belanjawan2021
1734,6/11/2020,"Malaysia Healthcare thanks the Government for their continued faith in us, to drive the country to become the leading global destination for healthcare. Teguh Kita, Menang Bersama!  #MalaysiaHealthcare #MHWinsTogether #Belanjawan2021  https://t.co/Aga8ix5DAY",0,0.829,0.171,0.7177,malaysia healthcare thanks government continued faith us drive country become leading global destination healthcare teguh kita menang bersama malaysiahealthcare mhwinstogether belanjawan2021
1737,6/11/2020,rm50 for belia 18-20 for belanjawan 2021 but next year i’m 21 so HAHAHAHHAA 😂😂,0,1,0,0,rm50 belia 1820 belanjawan 2021 next year im 21 hahahahhaa 😂😂
1738,6/11/2020,"#Belanjawan2021 Malaysia Budget 2021 is a real windfall for almost everyone, in fact it’s the largest in Malaysian history, it looks really good, but I wonder where all the money is going to come from ..",0,0.94,0.06,0.2724,belanjawan2021 malaysia budget 2021 real windfall almost everyone fact largest malaysian history looks really good wonder money going come
1739,6/11/2020,THIS. Is the Government of Malaysia perpetuating mental health stigma? Mental health is not a security issue. Huge majority of people living with mental illness are not dangerous to others. #Belanjawan2021,0.19,0.738,0.072,-0.4843,government malaysia perpetuating mental health stigma mental health security issue huge majority people living mental illness dangerous others belanjawan2021
1742,6/11/2020,"@nursheene #Belanjawan2021 bro gov giving money to single 21yo and above earning less than RM2,500 I think",0,0.862,0.138,0.34,nursheene belanjawan2021 bro gov giving money single 21yo earning less rm2500 think
1743,6/11/2020,smokers  traditional or vape or e-cig  all kena  lel  no more cheap ciggies in Langkawai/Labuan too eh  #Belanjawan2021,0.115,0.885,0,-0.296,smokers traditional vape ecig kena lel cheap ciggies langkawailabuan eh belanjawan2021
1744,6/11/2020,useless   #Belanjawan2021,0.737,0.263,0,-0.4215,useless belanjawan2021
1745,6/11/2020,...still processing #Belanjawan2021 .....  ......not impressed 😒😒,0,0.659,0.341,0.4767,still processing belanjawan2021 impressed 😒😒
1746,6/11/2020,"You know what would be better? Not taking away their homes, livelihoods &amp; arbitrarily arresting Orang Asli. :) #Belanjawan2021  https://t.co/scM0WeEbYI",0,0.685,0.315,0.7783,know would better taking away homes livelihoods arbitrarily arresting orang asli belanjawan2021
1747,6/11/2020,#Belanjawan2021 kali ni all-out betul. Credit where its due.,0,0.755,0.245,0.3818,belanjawan2021 kali ni allout betul credit due
1749,6/11/2020,"#Belanjawan2021 Skim Bencana Perkerjaan PERKESO, full contributions from the Government for 100,000 workers from selected sectors  https://t.co/aonmKPrpox",0,1,0,0,belanjawan2021 skim bencana perkerjaan perkeso full contributions government 100000 workers selected sectors
1750,6/11/2020,Budget 2021: RM100 million for MDEC to facilitate transition of existing talents to fill ICT industry needs @tzafrul_aziz @MOFmalaysia #Budget2021 #BudgetDay #Belanjawan2021 #BernamaBudget21  https://t.co/gtyyNMqXnb  https://t.co/PIQ2x7fMHp,0,0.889,0.111,0.4588,budget 2021 rm100 million mdec facilitate transition existing talents fill ict industry needs tzafrulaziz mofmalaysia budget2021 budgetday belanjawan2021 bernamabudget21
1751,6/11/2020,Budget 2021: RM100 million for MDEC to facilitate transition of existing talents to fill ICT industry needs @tzafrul_aziz @MOFmalaysia #Budget2021 #BudgetDay #Belanjawan2021 #BernamaBudget21  https://t.co/VfbS6jkmQ8  https://t.co/u1uYg6ugaI,0,0.889,0.111,0.4588,budget 2021 rm100 million mdec facilitate transition existing talents fill ict industry needs tzafrulaziz mofmalaysia budget2021 budgetday belanjawan2021 bernamabudget21
1752,6/11/2020,For parents: Deposits for child into Skim Simpanan Pendidikan Nasional (SSPN) account extended to YA2022. #Belanjawan2021 #MYPwCBudget,0,1,0,0,parents deposits child skim simpanan pendidikan nasional sspn account extended ya2022 belanjawan2021 mypwcbudget
1753,6/11/2020,Vote #Belanjawan2021 down.,0,1,0,0,vote belanjawan2021
1754,6/11/2020,spike. #Belanjawan2021 #bajet2021  https://t.co/I9zGZGwiSG,0,1,0,0,spike belanjawan2021 bajet2021
1755,6/11/2020,"#StampDuty exemption on sale and purchase agreement and loan agreement for first residential #property below RM500,000, for purchases completed between 1 Jan 2021 to 31 Dec 2025. #homeownership #Belanjawan2021 #MYPwCBudget",0,0.808,0.192,0.7506,stampduty exemption sale purchase agreement loan agreement first residential property rm500000 purchases completed 1 jan 2021 31 dec 2025 homeownership belanjawan2021 mypwcbudget
1756,6/11/2020,"Under the ""Geran Khas Prihatin Tambahan"", traders, e-hailing and tour guides in Sabah will receive RM1,000 to aid those affected due to the low number of tourists in the state.  ​ #belanjawan2021 #budget2021 #businessunleashed #mahzansulaiman #kitajagakita",0.1,0.865,0.035,-0.34,geran khas prihatin tambahan traders ehailing tour guides sabah receive rm1000 aid affected due low number tourists state ​ belanjawan2021 budget2021 businessunleashed mahzansulaiman kitajagakita
1757,6/11/2020,"RM30million in matching grant for investment in the Equity Crowd Funding platform under the supervision of the SC, with an income tax exemption of 50% of the investment amount or limited to RM50k. #KelangsunganPerniagaan #Belanjawan2021",0.051,0.882,0.067,0.1531,rm30million matching grant investment equity crowd funding platform supervision sc income tax exemption 50 investment amount limited rm50k kelangsunganperniagaan belanjawan2021
1758,6/11/2020,Baca belanjawan through twitter  #Belanjawan2021,0,1,0,0,baca belanjawan twitter belanjawan2021
1759,6/11/2020,Budget 2021: RM100 million for HRDF to implement training and job creation in cooperation with the private sector @tzafrul_aziz @MOFmalaysia #Budget2021 #BudgetDay #Belanjawan2021 #BernamaBudget21  https://t.co/HyeawzlsWU  https://t.co/5mzwGcLDMD,0,0.923,0.077,0.2732,budget 2021 rm100 million hrdf implement training job creation cooperation private sector tzafrulaziz mofmalaysia budget2021 budgetday belanjawan2021 bernamabudget21
1760,6/11/2020,Budget 2021: RM100 million for HRDF to implement training and job creation in cooperation with the private sector @tzafrul_aziz @MOFmalaysia #Budget2021 #BudgetDay #Belanjawan2021 #BernamaBudget21  https://t.co/URjSWuN9Dl  https://t.co/HENbkmCloJ,0,0.923,0.077,0.2732,budget 2021 rm100 million hrdf implement training job creation cooperation private sector tzafrulaziz mofmalaysia budget2021 budgetday belanjawan2021 bernamabudget21
1761,6/11/2020,#Belanjawan2021  oh yeah Malaysian but a minority. Only can view the Budget and be happy for those who benefit. #nothingchanges #minoritieswillbeminorities,0,0.615,0.385,0.8922,belanjawan2021 oh yeah malaysian minority view budget happy benefit nothingchanges minoritieswillbeminorities
1762,6/11/2020,Akta Kredit Pengguna will be enacted to protect organized credit lending activities and enhance consumer protection. #KelangsunganPerniagaan #Belanjawan2021,0,0.755,0.245,0.6369,akta kredit pengguna enacted protect organized credit lending activities enhance consumer protection kelangsunganperniagaan belanjawan2021
1763,6/11/2020,"Bro do the #Belanjawan2021 thing in English, I don't understand a single word in this moonrunes language 🤮",0,1,0,0,bro belanjawan2021 thing english dont understand single word moonrunes language 🤮
1765,6/11/2020,"JUST IN: RM103 Million Allocated To Build, Upgrade &amp; a Maintain Sports Facilities   #Budget2021 #Belanjawan2021",0,1,0,0,rm103 million allocated build upgrade maintain sports facilities budget2021 belanjawan2021
1767,6/11/2020,The govt will allocate RM400 mil to strengthen R&amp;D with tax incentives to be introduced to the private sector &amp; private universities #Belanjawan2021 #Budget2021,0,0.827,0.173,0.5574,govt allocate rm400 mil strengthen rd tax incentives introduced private sector private universities belanjawan2021 budget2021
1769,6/11/2020,RM3billion under Jaminan Prihatin Danajamin Scheme for corporate companies involved in highly skilled industries such as oil &amp; gas and aerospace. #KelangsunganPerniagaan #Belanjawan2021,0,1,0,0,rm3billion jaminan prihatin danajamin scheme corporate companies involved highly skilled industries oil gas aerospace kelangsunganperniagaan belanjawan2021
1771,6/11/2020,"RM25billion is guaranteed for the Jaminan Pembiayaan Perniagaan Scheme. The government will increase the guarantee to another RM10b, with RM2b allocated specifically for Bumiputera entrepreneurs. #KelangsunganPerniagaan #Belanjawan2021",0,0.853,0.147,0.5106,rm25billion guaranteed jaminan pembiayaan perniagaan scheme government increase guarantee another rm10b rm2b allocated specifically bumiputera entrepreneurs kelangsunganperniagaan belanjawan2021
1774,6/11/2020,"RM100 million from the PRIHATIN sukuk subscription will be allocated for research on infectious diseases, including vaccine developments, studies on treatments and diagnostics. @tzafrul_aziz @MOFmalaysia #Budget2021 #BudgetDay #Belanjawan2021…  https://t.co/6XnRd2NVDY",0,1,0,0,rm100 million prihatin sukuk subscription allocated research infectious diseases including vaccine developments studies treatments diagnostics tzafrulaziz mofmalaysia budget2021 budgetday belanjawan2021…
1775,6/11/2020,"RM100 million from the PRIHATIN sukuk subscription will be allocated for research on infectious diseases, including vaccine developments, studies on treatments and diagnostics. @tzafrul_aziz @MOFmalaysia #Budget2021 #BudgetDay #Belanjawan2021…  https://t.co/dD3ikSDnpu",0,1,0,0,rm100 million prihatin sukuk subscription allocated research infectious diseases including vaccine developments studies treatments diagnostics tzafrulaziz mofmalaysia budget2021 budgetday belanjawan2021…
1776,6/11/2020,"Not gonna touch my EPF Acc 1, but it's good news for the needy #Belanjawan2021",0.155,0.652,0.193,0.1901,gonna touch epf acc 1 good news needy belanjawan2021
1777,6/11/2020,"#Belanjawan2021 Encouraging PRS savings, income tax relief up to RM3,000  https://t.co/Cz7g0XpMbQ",0,0.581,0.419,0.7579,belanjawan2021 encouraging prs savings income tax relief rm3000
1778,6/11/2020,"RM230million in financing to SMEs through PUNB for working capital expenditure, upgrading of automation systems and equipment as well as expenses related to the implementation of compliance with SOP COVID-19. #KelangsunganPerniagaan #Belanjawan2021",0,0.937,0.063,0.2732,rm230million financing smes punb working capital expenditure upgrading automation systems equipment well expenses related implementation compliance sop covid19 kelangsunganperniagaan belanjawan2021
1779,6/11/2020,"RM300mil financing to help small and micro bumiputra businesses under the ""Skim Lestari Bumi""  #belanjawan2021 #budget2021 #businessunleashed #mahzansulaiman #kitajagakita",0,0.87,0.13,0.4019,rm300mil financing help small micro bumiputra businesses skim lestari bumi belanjawan2021 budget2021 businessunleashed mahzansulaiman kitajagakita
1780,6/11/2020,Companies in the tourism industry and those impacted by COVID-19 will be exempted from the #HRDF fund levy for six months from 1 Jan 2021. #bajet2021 #belanjawan2021,0,1,0,0,companies tourism industry impacted covid19 exempted hrdf fund levy six months 1 jan 2021 bajet2021 belanjawan2021
1782,6/11/2020,"Dearest Finance Minister @tzafrul_aziz , #Extending_Moratorium Should Be 1st in The List...  But #Belanjawan2021 Failed to Implement It... It’s Not That Easy For A Common Public Paybac Bank Loans During This Pandemic #COVID19 time...  #acommonmanvoice",0.145,0.763,0.092,-0.2746,dearest finance minister tzafrulaziz extendingmoratorium 1st list belanjawan2021 failed implement easy common public paybac bank loans pandemic covid19 time acommonmanvoice
1783,6/11/2020,The iTekad programme will be expanded with the participation of additional financial institutions and collaboration with more state authorities and implementation partners. #KelangsunganPerniagaan #Belanjawan2021,0,1,0,0,itekad programme expanded participation additional financial institutions collaboration state authorities implementation partners kelangsunganperniagaan belanjawan2021
1784,6/11/2020,Waiting for the summarised #Belanjawan2021,0,1,0,0,waiting summarised belanjawan2021
1787,6/11/2020,"RM1.2billion in micro-credit financing through TEKUN, PUNB, Agrobank, BSN and other financial institutions, including an additional RM110million for Micro Enterprises Facility under BNM #KelangsunganPerniagaan #Belanjawan2021",0,1,0,0,rm12billion microcredit financing tekun punb agrobank bsn financial institutions including additional rm110million micro enterprises facility bnm kelangsunganperniagaan belanjawan2021
1788,6/11/2020,Government to allocate RM35mil to promote locally made goods and services under the trade and investment mission.   #belanjawan2021 #budget2021 #businessunleashed #mahzansulaiman #kitajagakita,0,0.89,0.11,0.3818,government allocate rm35mil promote locally made goods services trade investment mission belanjawan2021 budget2021 businessunleashed mahzansulaiman kitajagakita
1789,6/11/2020,"RM50million in matching investments to support peer-to-peer (P2P) platforms, especially those based on invoice financing. #KelangsunganPerniagaan #Belanjawan2021",0,0.856,0.144,0.4019,rm50million matching investments support peertopeer p2p platforms especially based invoice financing kelangsunganperniagaan belanjawan2021
1790,6/11/2020,I have to catch up on Belanjawan2021 now    #CNBLUE #씨엔블루  I love you guys still but i need to know whats can keep my money to attend your concert 🤪  Will be back later for more  #RE_CODE. 🤟,0,0.925,0.075,0.3818,catch belanjawan2021 cnblue 씨엔블루 love guys still need know whats keep money attend concert 🤪 back later recode 🤟
1791,6/11/2020,Siapa ada PDF all the slides of Belanjawan 2021? Can help forward to me too?,0,0.821,0.179,0.4696,siapa ada pdf slides belanjawan 2021 help forward
1792,6/11/2020,is that all for uni students??? #Belanjawan2021,0,1,0,0,uni students belanjawan2021
1793,6/11/2020,"Such a Bumi-pro Budget. Minorities like us can go fly kites 😂 #Belanjawan2021. Non-bumis pay tax  too, you know.",0.074,0.794,0.132,0.2732,bumipro budget minorities like us go fly kites 😂 belanjawan2021 nonbumis pay tax know
1796,6/11/2020,"JUST IN: Government Introduces MyStep, Providing 50,000 Short-Term Job Opportunities.   #Budget2021 #Belanjawan2021",0,0.809,0.191,0.3818,government introduces mystep providing 50000 shortterm job opportunities budget2021 belanjawan2021
1797,6/11/2020,"5:55PM: RM50 million allocated to encourage tourism, including RM20 million allocated to promote and improve cultural villages in Terengganu, Melaka, Sarawak and Negeri Sembilan.  #Budget2021 #belanjawan2021",0,0.723,0.277,0.8316,555pm rm50 million allocated encourage tourism including rm20 million allocated promote improve cultural villages terengganu melaka sarawak negeri sembilan budget2021 belanjawan2021
1798,6/11/2020,Improving #internet access: MCMC to allocate RM7.4bil to expand the coverage of #broadband services in 2021 and 2022. #Belanjawan2021 #MYPwCBudget,0,0.779,0.221,0.6249,improving internet access mcmc allocate rm74bil expand coverage broadband services 2021 2022 belanjawan2021 mypwcbudget
1799,6/11/2020,#Belanjawan2021 EPF Account 2 Withdrawal for purchase of Insurance/Takaful Products  https://t.co/2j76y1q7BG,0,0.891,0.109,0.0258,belanjawan2021 epf account 2 withdrawal purchase insurancetakaful products
1800,6/11/2020,Exception of levy for HRDF Funds from 1 January 2021 for 6 months  #belanjawan2021 #budget2021 #businessunleashed #mahzansulaiman #kitajagakita,0,1,0,0,exception levy hrdf funds 1 january 2021 6 months belanjawan2021 budget2021 businessunleashed mahzansulaiman kitajagakita
1801,6/11/2020,"I think cybersecurity is important, don't get me wrong. But I can't believe cybersecurity itself has RM3 mil more funding than a combination of programmes that INCLUDES mental health.  (how much of cybersecurity money is going to crackdown on activists anyway)   #Belanjawan2021",0,0.895,0.105,0.5194,think cybersecurity important dont get wrong cant believe cybersecurity rm3 mil funding combination programmes includes mental health much cybersecurity money going crackdown activists anyway belanjawan2021
1802,6/11/2020,"#Belanjawan2021   Lol, that's all for uni students? 😂😅",0,0.714,0.286,0.4215,belanjawan2021 lol thats uni students 😂😅
1804,6/11/2020,"To encourage investment, companies manufacturing pharmaceutical products, including vaccines, will enjoy a special income tax rate ranging from 0% to 10% for the first 10 years. #bajet2021 #belanjawan2021",0,0.723,0.277,0.8481,encourage investment companies manufacturing pharmaceutical products including vaccines enjoy special income tax rate ranging 0 10 first 10 years bajet2021 belanjawan2021
1805,6/11/2020,JUST IN  People now can use their Akaun - 2 to signup for insurance/takaful plans. Which can benefits them in future with medical and life coverage.   #Belanjawan2021 #PRUBSNTakaful  https://t.co/WTwPEnGIN1,0,0.909,0.091,0.3818,people use akaun 2 signup insurancetakaful plans benefits future medical life coverage belanjawan2021 prubsntakaful
1806,6/11/2020,"Additional #lifestyle relief: Increased from RM2,500 to RM3,000. Coverage expanded to include #sports related activities and e-newspaper. #Belanjawan2021 #MYPwCBudget",0,0.766,0.234,0.6369,additional lifestyle relief increased rm2500 rm3000 coverage expanded include sports related activities enewspaper belanjawan2021 mypwcbudget
1807,6/11/2020,JUST IN: RM21 Million To Protect Women In Domestic Abuse Households.   #Budget2021 #Belanjawan2021,0.236,0.618,0.146,-0.3818,rm21 million protect women domestic abuse households budget2021 belanjawan2021
1808,6/11/2020,MOF: Strategy 4 #KelangsunganPerniagaan is to facilitate access to finance #Belanjawan2021,0,1,0,0,mof strategy 4 kelangsunganperniagaan facilitate access finance belanjawan2021
1811,6/11/2020,"JUST IN: RM1 Billion Allocated To Re-Skilling &amp; Up-Skilling Programs For 200,000 Trainees.   #Budget2021 #Belanjawan2021",0,1,0,0,rm1 billion allocated reskilling upskilling programs 200000 trainees budget2021 belanjawan2021
1812,6/11/2020,I can't be the only one worrying about the nation's cash inflow from here on now or am I just freaking out over nothing #Belanjawan2021 🇲🇾,0.191,0.809,0,-0.6369,cant one worrying nations cash inflow freaking nothing belanjawan2021 🇲🇾
1813,6/11/2020,"Malaysia Healthcare thanks the Government for their continued faith in us, to drive the country to become the leading global destination for healthcare. Teguh Kita, Menang Bersama!  #MalaysiaHealthcare #MHWinsTogether #Belanjawan2021  https://t.co/LG4Uf3d49K",0,0.829,0.171,0.7177,malaysia healthcare thanks government continued faith us drive country become leading global destination healthcare teguh kita menang bersama malaysiahealthcare mhwinstogether belanjawan2021
1814,6/11/2020,Now Watching Belanjawan 2021🌍,0,1,0,0,watching belanjawan 2021🌍
1816,6/11/2020,"#Belanjawan2021 Targeted Wage Subsidies Program, RM600 per month for workers with salaries below RM4,000. Increased limit of workers from 200 to 500 for large companies in tourism industry  https://t.co/LCH6WYJk4d",0,0.93,0.07,0.2732,belanjawan2021 targeted wage subsidies program rm600 per month workers salaries rm4000 increased limit workers 200 500 large companies tourism industry
1817,6/11/2020,"A comprehensive study of the existing tax incentive structure is underway to provide a competitive, transparent and more attractive tax incentive framework. #KelangsunganPerniagaan #Belanjawan2021",0,0.588,0.412,0.8718,comprehensive study existing tax incentive structure underway provide competitive transparent attractive tax incentive framework kelangsunganperniagaan belanjawan2021
1819,6/11/2020,The scope of tax incentives is also extended to companies in the selected services sector which has a significant multiplier effect with an income tax rate of 0% to 10% for 10 years . #KelangsunganPerniagaan  #Belanjawan2021,0,0.886,0.114,0.4767,scope tax incentives also extended companies selected services sector significant multiplier effect income tax rate 0 10 10 years kelangsunganperniagaan belanjawan2021
1820,6/11/2020,Cybertrooper is back..... #Belanjawan2021,0,1,0,0,cybertrooper back belanjawan2021
1822,6/11/2020,Protection for women from domestic abuse and more participation of women in business is indeed a very good move #Belanjawan2021,0.172,0.697,0.131,-0.2516,protection women domestic abuse participation women business indeed good move belanjawan2021
1823,6/11/2020,"A SOCSO disaster scheme to receive an allocation of RM24mil, expected to benefit 100,000 workers including delivery drivers and contractual civil service workers.  #belanjawan2021 #budget2021 #businessunleashed #mahzansulaiman #kitajagakita",0.128,0.779,0.093,-0.2732,socso disaster scheme receive allocation rm24mil expected benefit 100000 workers including delivery drivers contractual civil service workers belanjawan2021 budget2021 businessunleashed mahzansulaiman kitajagakita
1824,6/11/2020,What do you think about #Belanjawan2021 ? 🤔,0,1,0,0,think belanjawan2021 🤔
1826,6/11/2020,belanjawan2021 dah nak habis and the only benefit i can get is my KWSP account ke 2 LMAO 😂😂 my own money..... nothing from government since i'm working in the private sector....,0,0.786,0.214,0.824,belanjawan2021 dah nak habis benefit get kwsp account ke 2 lmao 😂😂 money nothing government since im working private sector
1827,6/11/2020,The government to extend the special income tax rate at a flat rate of 15% for a period of 5 years to non-citizen individuals holding key positions for strategic new investments by companies transferring operations to Malaysia. #KelangsunganPerniagaan #Belanjawan2021,0,0.885,0.115,0.5267,government extend special income tax rate flat rate 15 period 5 years noncitizen individuals holding key positions strategic new investments companies transferring operations malaysia kelangsunganperniagaan belanjawan2021
1828,6/11/2020,"Glove manufacturers - Top Glove, Hartalega, Supermax and Kossan, have committed to contribute RM400mil to battle Covid-19. #belanjawan2021 #budget2021 #businessunleashed #mahzansulaiman #kitajagakita",0.106,0.735,0.159,0.0772,glove manufacturers top glove hartalega supermax kossan committed contribute rm400mil battle covid19 belanjawan2021 budget2021 businessunleashed mahzansulaiman kitajagakita
1830,6/11/2020,Increase the sales value limit for top-up activities and additional activities carried out in the Zon Perindustrian Bebas dan Gudang Pengilangan Berlesen from 10% to 40% of annual sales value. #KelangsunganPerniagaan #Belanjawan2021,0,0.803,0.197,0.7269,increase sales value limit topup activities additional activities carried zon perindustrian bebas dan gudang pengilangan berlesen 10 40 annual sales value kelangsunganperniagaan belanjawan2021
1831,6/11/2020,"RM103 million allocated for the development, upgrade and maintenance of #sports facilities throughout the country - RM55 million for development of high potential sports such as hockey, rugby, badminton, cycling and #esports. #Belanjawan2021 #MYPwCBudget",0,1,0,0,rm103 million allocated development upgrade maintenance sports facilities throughout country rm55 million development high potential sports hockey rugby badminton cycling esports belanjawan2021 mypwcbudget
1832,6/11/2020,Bank Negara to provide RM500mil of High Technology Fund to support high tech and the innovative sectors.  #belanjawan2021 #budget2021 #businessunleashed #mahzansulaiman #kitajagakita,0,0.781,0.219,0.6808,bank negara provide rm500mil high technology fund support high tech innovative sectors belanjawan2021 budget2021 businessunleashed mahzansulaiman kitajagakita
1833,6/11/2020,"Grants for Rukun Tetangga will increase from RM4,800 to RM6,000.   #belanjawan2021 #budget2021 #businessunleashed #mahzansulaiman #kitajagakita",0,0.756,0.244,0.4939,grants rukun tetangga increase rm4800 rm6000 belanjawan2021 budget2021 businessunleashed mahzansulaiman kitajagakita
1834,6/11/2020,5:53PM: The largest allocation in the budget at RM50.4 billion to allocated to the Ministry of Education.  #Belanjawan2021 #Budget2021,0,1,0,0,553pm largest allocation budget rm504 billion allocated ministry education belanjawan2021 budget2021
1835,6/11/2020,not really comprehensive and inclusive to youth and uni students #Belanjawan2021,0.164,0.836,0,-0.2398,really comprehensive inclusive youth uni students belanjawan2021
1837,6/11/2020,The imposition of the tax rate for the establishment of Global Trading Center at a concession rate of 10% for a period of 5 years and renewable for another 5 years. #KelangsunganPerniagaan #Belanjawan2021,0,1,0,0,imposition tax rate establishment global trading center concession rate 10 period 5 years renewable another 5 years kelangsunganperniagaan belanjawan2021
1839,6/11/2020,"#Belanjawan2021 Short-term Employment Programme (MySTEP), offering 50,000 job opportunities on a contract basis in the public sector and GLC  https://t.co/Y7JIVVtG6Y",0,0.874,0.126,0.3818,belanjawan2021 shortterm employment programme mystep offering 50000 job opportunities contract basis public sector glc
1841,6/11/2020,#Malaysia: RM11.1 billion allocated to Bumiputera empowerment programmes   Good summary of budget here  #Budget2021  #Belanjawan2021   https://t.co/HXDwjSRMWV,0,0.838,0.162,0.4404,malaysia rm111 billion allocated bumiputera empowerment programmes good summary budget budget2021 belanjawan2021
1842,6/11/2020,The Government will relax the tax incentive conditions for the Principal Hub and the incentives will be extended until 31 December 2022. #KelangsunganPerniagaan #Belanjawan2021,0,0.732,0.268,0.7717,government relax tax incentive conditions principal hub incentives extended 31 december 2022 kelangsunganperniagaan belanjawan2021
